Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date,Beginning Deferred Balance,Ending Deferred Balance
CMLT06AMC1,0000000097026314,,1,1,20230725,20230601,,68.65,9.64,0.0,0.0,0.0,0.0,0.0,0.31,23139.45,22697.03,23180.56,22739.45,41.23,401.19,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.23,59.01,N,0.0,0.0,0.0,109.88,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.56,0.0,3.04375,0.0,,,155,Y,20080718,,
CMLT06AMC1,0000000149634024,,1,1,20230725,20230701,,236.8,30.56,0.0,0.0,0.0,0.0,0.0,0.99,73333.04,73216.78,73448.92,73216.78,116.26,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,353.06,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.875,0.0,3.35875,0.0,,,155,N,,,
CMLT06AMC1,0000000149639460,,1,1,20230725,20230601,,216.64,54.16,0.0,0.0,0.0,0.0,0.0,1.76,129984.76,129791.8,130177.4,129984.76,192.96,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.96,162.48,N,0.0,0.0,0.0,409.6,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,155,Y,20090731,,
CMLT06AMC1,0000000097557599,,1,1,20230725,20230701,,242.61,60.65,0.0,0.0,0.0,0.0,0.0,1.97,145567.15,145274.52,145859.29,145274.52,292.63,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,535.24,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,155,N,,,
CMLT06AMC1,0000000149647208,,1,1,20230725,20230601,,129.9,32.47,0.0,0.0,0.0,0.0,0.0,1.06,77931.02,77490.99,78370.31,77931.02,440.03,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.03,97.43,N,0.0,0.0,0.0,569.93,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0003,0.0,1.48405,0.0,,,155,N,,,
CMLT06AMC1,0000000098241995,,1,1,20230725,20230701,,340.84,42.61,0.0,0.0,0.0,0.0,0.0,1.38,102252.96,102127.16,102252.96,102127.16,125.8,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,466.64,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,3.48375,0.0,,,156,N,,,
CMLT06AMC1,0000000097568471,,1,1,20230725,20230701,,716.59,48.75,0.0,0.0,0.0,0.0,0.0,1.58,116994.64,116549.6,116994.64,116549.6,445.04,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,1161.63,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,7.35,0.0,6.83375,0.0,,,155,N,,,
CMLT06AMC1,0000000097037071,,1,1,20230725,20230701,,578.94,30.0,0.0,0.0,0.0,0.0,0.0,0.97,71992.05,71759.41,72241.4,71759.41,232.64,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,811.58,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.65,0.0,9.13375,0.0,,,155,N,,,
CMLT06AMC1,0000000151515087,,1,1,20230725,20230601,,384.09,37.88,0.0,0.0,0.0,0.0,0.0,1.23,90907.7,90488.57,91325.07,90907.7,419.13,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.13,346.21,N,0.0,0.0,0.0,803.22,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,5.07,0.0,4.55375,0.0,,,155,N,,,
CMLT06AMC1,0000000098519556,,1,1,20230725,20230601,,451.93,112.98,0.0,0.0,0.0,0.0,0.0,3.67,271159.02,270659.21,271658.0,271159.02,499.81,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.81,338.95,N,0.0,0.0,0.0,951.74,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,156,N,,,
CMLT06AMC1,0000000097583199,,1,1,20230725,20230701,,316.39,79.1,0.0,0.0,0.0,0.0,0.0,2.57,189834.93,189399.9,189834.93,189399.9,435.03,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,751.42,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,155,N,,,
CMLT06AMC1,0000000151520962,,1,1,20230725,20230801,,172.39,28.73,0.0,0.0,0.0,0.0,0.0,0.93,68956.93,68183.28,68956.93,68088.0,93.35,680.3,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,265.74,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,2.48375,0.0,,,155,N,,,
CMLT06AMC1,0000000097584395,,1,1,20230725,20230601,,83.76,20.94,0.0,0.0,0.0,0.0,0.0,0.68,50257.83,50117.46,50397.96,50257.83,140.37,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.37,62.82,N,0.0,0.0,0.0,224.13,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,155,N,,,
CMLT06AMC1,0000000098523954,,1,1,20230725,20230601,,675.53,87.17,0.0,0.0,0.0,0.0,0.0,2.83,209197.01,208094.42,210296.05,209197.01,1102.59,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.59,588.36,N,0.0,0.0,0.0,1778.12,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.875,0.0,3.35875,0.0,,,156,Y,20090730,,
CMLT06AMC1,0000000098524275,,1,1,20230725,20230601,,807.83,79.83,0.0,0.0,0.0,0.0,0.0,2.59,191581.38,191225.15,191936.11,191581.38,356.23,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,1370.11,0.0,1370.11,0.0,0.0,0.0,0.0,356.23,728.0,N,0.0,0.0,0.0,1164.06,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,5.06,0.0,4.54375,0.0,,,156,N,,,
CMLT06AMC1,0000000097589030,,1,1,20230725,20230601,,448.21,79.47,0.0,0.0,0.0,0.0,0.0,2.58,190727.53,189011.7,192046.36,190334.55,1321.93,393.9,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.93,368.74,N,0.0,0.0,0.0,1770.14,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.82,0.0,2.30375,0.0,,,155,Y,20081215,,
CMLT06AMC1,0000000151525763,,1,1,20230725,20230601,,171.97,42.99,0.0,0.0,0.0,0.0,0.0,1.4,103170.36,103017.57,103322.89,103170.36,152.79,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.79,128.98,N,0.0,0.0,0.0,324.76,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.00028,0.0,1.48403,0.0,,,156,N,,,
CMLT06AMC1,0000000151527603,,1,1,20230725,20230701,,179.81,19.09,0.0,0.0,0.0,0.0,0.0,0.62,45811.17,45106.43,45811.17,45106.43,462.74,242.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,642.55,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.71,0.0,4.19375,0.0,,,155,N,,,
CMLT06AMC1,0000000149186025,,1,1,20230725,20230701,,50.22,12.55,0.0,0.0,0.0,0.0,0.0,0.41,30131.79,30030.72,30131.79,30030.72,101.07,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,151.29,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,95,N,,,
CMLT06AMC1,0000000097601553,,1,1,20230725,20230601,,494.5,76.08,0.0,0.0,0.0,0.0,0.0,2.47,182585.09,182372.92,182795.97,182584.37,211.45,0.72,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.45,418.42,N,0.0,0.0,0.0,705.95,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.25,0.0,2.73375,0.0,,,156,N,,,
CMLT06AMC1,0000000151469103,,1,1,20230725,20230701,,610.48,32.13,0.0,0.0,0.0,0.0,0.0,1.04,77112.79,76860.62,77112.79,76860.62,252.17,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,862.65,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.5,0.0,8.98375,0.0,,,155,N,,,
CMLT06AMC1,0000000145169041,,1,1,20230725,20230601,,249.33,28.86,0.0,0.0,0.0,0.0,0.0,0.94,69257.84,68913.73,69600.72,69257.84,344.11,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.11,220.47,N,0.0,0.0,0.0,593.44,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.32,0.0,3.80375,0.0,,,32,N,,,
CMLT06AMC1,0000000097606479,,1,1,20230725,20230601,,1082.96,85.27,0.0,0.0,0.0,0.0,0.0,2.77,204653.91,203714.6,204653.91,204653.91,939.31,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.31,997.69,N,0.0,0.0,0.0,2022.27,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,6.35,0.0,5.83375,0.0,,,155,N,,,
CMLT06AMC1,0000000150712883,,1,1,20230725,20230601,,563.62,29.2,0.0,0.0,0.0,0.0,0.0,0.95,70088.01,69785.95,70387.66,70088.01,302.06,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.06,534.42,N,0.0,0.0,0.0,865.68,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,9.65,0.0,9.13375,0.0,,,155,N,,,
