Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date,Beginning Deferred Balance,Ending Deferred Balance
CMLT06AMC1,0000000097026314,,1,1,20230626,20230501,,69.96,9.83,0.0,0.0,0.0,0.0,0.0,0.32,23580.56,23139.45,23620.37,23180.56,39.92,401.19,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.92,60.13,N,0.0,0.0,0.0,109.88,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.56,0.0,3.04375,0.0,,,156,Y,20080718,,
CMLT06AMC1,0000000149634024,,1,1,20230626,20230501,,237.18,30.6,0.0,0.0,0.0,0.0,0.0,0.99,73448.92,73333.04,73448.92,73448.92,115.88,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.88,206.58,N,0.0,0.0,0.0,353.06,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,3.875,0.0,3.35875,0.0,,,156,N,,,
CMLT06AMC1,0000000149639460,,1,1,20230626,20230501,,216.96,54.24,0.0,0.0,0.0,0.0,0.0,1.76,130177.4,129984.76,130369.72,130177.4,192.64,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.64,162.72,N,0.0,0.0,0.0,409.6,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,156,Y,20090731,,
CMLT06AMC1,0000000097557599,,1,1,20230626,20230501,,243.1,60.77,0.0,0.0,0.0,0.0,0.0,1.98,145859.29,145567.15,146150.95,145859.29,292.14,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.14,182.33,N,0.0,0.0,0.0,535.24,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,156,N,,,
CMLT06AMC1,0000000149647208,,1,1,20230626,20230501,,130.64,32.65,0.0,0.0,0.0,0.0,0.0,1.06,78370.31,77931.02,78808.87,78370.31,439.29,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.29,97.99,N,0.0,0.0,0.0,569.93,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0003,0.0,1.48405,0.0,,,156,N,,,
CMLT06AMC1,0000000098241995,,1,1,20230626,20230601,,341.26,42.66,0.0,0.0,0.0,0.0,0.0,1.39,102378.34,102252.96,102378.34,102252.96,125.38,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,466.64,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,3.48375,0.0,,,157,N,,,
CMLT06AMC1,0000000097568471,,1,1,20230626,20230601,,719.3,48.93,0.0,0.0,0.0,0.0,0.0,1.59,117436.97,116994.64,117436.97,116994.64,442.33,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,1161.63,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,7.35,0.0,6.83375,0.0,,,156,N,,,
CMLT06AMC1,0000000097037071,,1,1,20230626,20230501,,520.74,30.1,0.0,0.0,0.0,0.0,0.0,0.98,72241.4,71992.05,72241.4,72241.4,249.35,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.35,490.64,N,0.0,0.0,0.0,770.09,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,8.65,0.0,8.13375,0.0,,,156,N,,,
CMLT06AMC1,0000000151515087,,1,1,20230626,20230501,,385.85,38.05,0.0,0.0,0.0,0.0,0.0,1.24,91325.07,90907.7,91740.69,91325.07,417.37,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.37,347.8,N,0.0,0.0,0.0,803.22,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,5.07,0.0,4.55375,0.0,,,156,N,,,
CMLT06AMC1,0000000098519556,,1,1,20230626,20230501,,452.76,113.19,0.0,0.0,0.0,0.0,0.0,3.68,271658.0,271159.02,272156.15,271658.0,498.98,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.98,339.57,N,0.0,0.0,0.0,951.74,0.0,0.0,0.0,xxx,,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,1.48375,0.0,,,157,N,,,
